day,combination,NPs,replicate,ANK_cell_ml,CHLA_cell_ml,SCE_cell_ml,SEL_cell_ml,STA_cell_ml,ANK_biomass_ml,CHLA_biomass_ml,SCE_biomass_ml,SEL_biomass_ml,STA_biomass_ml,cell_ml,biomass_ml
30,CHLA+SCE,8,3,0,254300,154500,0,0,0,1892741,32998298,0,0,408800,34891038
35,CHLA+SCE,8,1,0,84300,187100,0,0,0,250366.4,44915206,0,0,271400,45165573
35,CHLA+SCE,8,2,0,204800,164700,0,0,0,863534.7,42690113,0,0,369500,43553648
35,CHLA+SCE,8,3,0,181600,166900,0,0,0,766874.1,42256826,0,0,348500,43023700
40,CHLA+SCE,8,1,0,27000,196800,0,0,0,123823.6,41611929,0,0,223800,41735752
40,CHLA+SCE,8,2,0,100100,152100,0,0,0,316168.9,37373746,0,0,252200,37689915
40,CHLA+SCE,8,3,0,109100,171800,0,0,0,397988.3,39202135,0,0,280900,39600124
3,CHLA+SCE,16,1,0,700,350,0,0,0,33627.49,177392.4,0,0,1050,211019.9
3,CHLA+SCE,16,2,0,500,300,0,0,0,31445.44,256460.9,0,0,800,287906.4
3,CHLA+SCE,16,3,0,400,200,0,0,0,25783.82,61865.27,0,0,600,87649.09
6,CHLA+SCE,16,1,0,2750,1150,0,0,0,196218.1,374112.2,0,0,3900,570330.4
6,CHLA+SCE,16,2,0,2900,700,0,0,0,147707.8,296166.3,0,0,3600,443874.1
6,CHLA+SCE,16,3,0,3300,450,0,0,0,158162.6,197815.5,0,0,3750,355978
9,CHLA+SCE,16,1,0,9150,3950,0,0,0,602800.7,1238847,0,0,13100,1841648
9,CHLA+SCE,16,2,0,7900,2900,0,0,0,573672.6,1088827,0,0,10800,1662500
9,CHLA+SCE,16,3,0,9900,4000,0,0,0,723197.1,1175217,0,0,13900,1898414
12,CHLA+SCE,16,1,0,26800,14200,0,0,0,1508953,3025287,0,0,41000,4534240
12,CHLA+SCE,16,2,0,20650,13750,0,0,0,1144688,2350562,0,0,34400,3495250
12,CHLA+SCE,16,3,0,25000,10550,0,0,0,1474301,2690347,0,0,35550,4164647
15,CHLA+SCE,16,1,0,47100,32500,0,0,0,2005776,7047306,0,0,79600,9053082
15,CHLA+SCE,16,2,0,37100,26100,0,0,0,1699894,4894702,0,0,63200,6594595
15,CHLA+SCE,16,3,0,58300,32300,0,0,0,2369791,7047677,0,0,90600,9417468
18,CHLA+SCE,16,1,0,100700,65900,0,0,0,4204783,16296137,0,0,166600,20500919
18,CHLA+SCE,16,2,0,84100,52400,0,0,0,3560252,11169711,0,0,136500,14729964
18,CHLA+SCE,16,3,0,115200,50000,0,0,0,4894908,11081335,0,0,165200,15976243
21,CHLA+SCE,16,1,0,228300,99700,0,0,0,3358576,23435416,0,0,328000,26793992
21,CHLA+SCE,16,2,0,184800,71500,0,0,0,3448973,17169714,0,0,256300,20618687
21,CHLA+SCE,16,3,0,197400,74800,0,0,0,3419247,17004095,0,0,272200,20423342
24,CHLA+SCE,16,1,0,214300,129800,0,0,0,1669129,30150031,0,0,344100,31819160
24,CHLA+SCE,16,2,0,197100,93400,0,0,0,2239398,19709242,0,0,290500,21948640
24,CHLA+SCE,16,3,0,239000,110300,0,0,0,2464741,24555957,0,0,349300,27020698
27,CHLA+SCE,16,1,0,236400,171100,0,0,0,1285942,41112064,0,0,407500,42398006
27,CHLA+SCE,16,2,0,211000,112400,0,0,0,1664904,28259882,0,0,323400,29924786
27,CHLA+SCE,16,3,0,213000,121400,0,0,0,1408886,33306560,0,0,334400,34715446
30,CHLA+SCE,16,1,0,160700,166800,0,0,0,665787,46536763,0,0,327500,47202550
30,CHLA+SCE,16,2,0,233400,134900,0,0,0,1117564,34071211,0,0,368300,35188776
30,CHLA+SCE,16,3,0,209800,157100,0,0,0,879388.5,41197946,0,0,366900,42077335
35,CHLA+SCE,16,1,0,54800,178500,0,0,0,162307.3,50164433,0,0,233300,50326741
35,CHLA+SCE,16,2,0,108400,141600,0,0,0,220932.8,39766568,0,0,250000,39987500
35,CHLA+SCE,16,3,0,90100,150100,0,0,0,124047.4,48207612,0,0,240200,48331660
40,CHLA+SCE,16,1,0,33900,162600,0,0,0,405835.6,37213151,0,0,196500,37618986
40,CHLA+SCE,16,2,0,58000,165600,0,0,0,446769.2,39991759,0,0,223600,40438528
40,CHLA+SCE,16,3,0,43900,189200,0,0,0,196282.4,43353051,0,0,233100,43549333
3,CHLA+SEL,0,1,0,350,0,1000,0,0,58265.4,0,3363.066,0,1350,61628.46
3,CHLA+SEL,0,2,0,600,0,1200,0,0,33671,0,3044.659,0,1800,36715.66
3,CHLA+SEL,0,3,0,200,0,1250,0,0,9292.772,0,4031.818,0,1450,13324.59
6,CHLA+SEL,0,1,0,2050,0,31400,0,0,136286.8,0,70557.96,0,33450,206844.8
6,CHLA+SEL,0,2,0,2800,0,34300,0,0,211784.8,0,77990.27,0,37100,289775
6,CHLA+SEL,0,3,0,2600,0,37900,0,0,155158,0,91897.12,0,40500,247055.1
9,CHLA+SEL,0,1,0,9600,0,263250,0,0,621253.1,0,374316.7,0,272850,995569.8
9,CHLA+SEL,0,2,0,16100,0,349950,0,0,693903.7,0,451535.4,0,366050,1145439
9,CHLA+SEL,0,3,0,14650,0,415600,0,0,775633.3,0,556049.9,0,430250,1331683
12,CHLA+SEL,0,1,0,63350,0,927900,0,0,2518102,0,623485.5,0,991250,3141588
12,CHLA+SEL,0,2,0,66800,0,963750,0,0,2899982,0,691597.2,0,1030550,3591579
12,CHLA+SEL,0,3,0,54200,0,1092800,0,0,1921275,0,735596.1,0,1147000,2656871
15,CHLA+SEL,0,1,0,97800,0,1737400,0,0,3430615,0,1760604,0,1835200,5191220
15,CHLA+SEL,0,2,0,123700,0,1672800,0,0,4251320,0,1716941,0,1796500,5968262
15,CHLA+SEL,0,3,0,123300,0,1806700,0,0,4564558,0,1914424,0,1930000,6478982
18,CHLA+SEL,0,1,0,205900,0,2414900,0,0,6969608,0,2346486,0,2620800,9316094
18,CHLA+SEL,0,2,0,221000,0,2304600,0,0,6202263,0,2251314,0,2525600,8453577
18,CHLA+SEL,0,3,0,182600,0,2542600,0,0,6435664,0,2447039,0,2725200,8882703
21,CHLA+SEL,0,1,0,307200,0,2534900,0,0,6014274,0,2631474,0,2842100,8645747
21,CHLA+SEL,0,2,0,291100,0,2407400,0,0,5351010,0,2508754,0,2698500,7859764
21,CHLA+SEL,0,3,0,231900,0,2463600,0,0,3829909,0,2536039,0,2695500,6365947
24,CHLA+SEL,0,1,0,288700,0,2420000,0,0,3451137,0,2430273,0,2708700,5881409
24,CHLA+SEL,0,2,0,309100,0,2390500,0,0,3487793,0,2455313,0,2699600,5943106
24,CHLA+SEL,0,3,0,309800,0,2497900,0,0,3254793,0,2611954,0,2807700,5866747
27,CHLA+SEL,0,1,0,421000,0,3607100,0,0,4153686,0,3834655,0,4028100,7988341
27,CHLA+SEL,0,2,0,395400,0,3281300,0,0,4013627,0,3592825,0,3676700,7606453
27,CHLA+SEL,0,3,0,382500,0,3210600,0,0,3582401,0,3575611,0,3593100,7158012
30,CHLA+SEL,0,1,0,354700,0,3680900,0,0,2622380,0,4511490,0,4035600,7133870
30,CHLA+SEL,0,2,0,414600,0,3455100,0,0,3171380,0,4174229,0,3869700,7345609
30,CHLA+SEL,0,3,0,404000,0,3957600,0,0,2988805,0,4904729,0,4361600,7893534
35,CHLA+SEL,0,1,0,359300,0,3889300,0,0,2535496,0,6155704,0,4248600,8691200
35,CHLA+SEL,0,2,0,395800,0,3808600,0,0,2786761,0,6011385,0,4204400,8798146
35,CHLA+SEL,0,3,0,397400,0,4462500,0,0,2575602,0,7034801,0,4859900,9610402
40,CHLA+SEL,0,1,0,232300,0,3828700,0,0,2189453,0,5356390,0,4061000,7545842
40,CHLA+SEL,0,2,0,188300,0,3274800,0,0,1588280,0,4538756,0,3463100,6127036
40,CHLA+SEL,0,3,0,225500,0,4172900,0,0,1753840,0,6075846,0,4398400,7829686
3,CHLA+SEL,2,1,0,1150,0,1450,0,0,53438.27,0,3791.045,0,2600,57229.32
3,CHLA+SEL,2,2,0,550,0,700,0,0,112556.6,0,2171.43,0,1250,114728
3,CHLA+SEL,2,3,0,300,0,700,0,0,16613.12,0,4336.756,0,1000,20949.88
6,CHLA+SEL,2,1,0,7950,0,19000,0,0,583501.8,0,39326.11,0,26950,622827.9
6,CHLA+SEL,2,2,0,1450,0,15200,0,0,101588.9,0,34965.13,0,16650,136554
6,CHLA+SEL,2,3,0,3200,0,19000,0,0,358691.2,0,44677.26,0,22200,403368.4
9,CHLA+SEL,2,1,0,45350,0,191750,0,0,1954613,0,243412,0,237100,2198025
9,CHLA+SEL,2,2,0,9600,0,269100,0,0,679510.6,0,404009.6,0,278700,1083520
9,CHLA+SEL,2,3,0,12350,0,214750,0,0,825205.1,0,334803.6,0,227100,1160009
12,CHLA+SEL,2,1,0,73550,0,518900,0,0,2784560,0,508027.4,0,592450,3292587
12,CHLA+SEL,2,2,0,33350,0,811450,0,0,1288947,0,592790.1,0,844800,1881737
12,CHLA+SEL,2,3,0,43600,0,762600,0,0,1686684,0,657123.3,0,806200,2343807
15,CHLA+SEL,2,1,0,170800,0,1025400,0,0,7208667,0,1100533,0,1196200,8309200
15,CHLA+SEL,2,2,0,97300,0,1794100,0,0,4192133,0,1522759,0,1891400,5714892
15,CHLA+SEL,2,3,0,90000,0,1310800,0,0,3638884,0,1194226,0,1400800,4833110
18,CHLA+SEL,2,1,0,263600,0,1276300,0,0,6670408,0,1315874,0,1539900,7986282
18,CHLA+SEL,2,2,0,140600,0,2277400,0,0,5558287,0,2078333,0,2418000,7636620
18,CHLA+SEL,2,3,0,158100,0,2058700,0,0,6860858,0,1938084,0,2216800,8798942
21,CHLA+SEL,2,1,0,462400,0,1848900,0,0,7748793,0,1985988,0,2311300,9734781
21,CHLA+SEL,2,2,0,297400,0,2918000,0,0,6109588,0,2901016,0,3215400,9010604
21,CHLA+SEL,2,3,0,259700,0,2322700,0,0,5382585,0,2483919,0,2582400,7866503
24,CHLA+SEL,2,1,0,420200,0,1881000,0,0,4677164,0,1924101,0,2301200,6601265
24,CHLA+SEL,2,2,0,289400,0,2704200,0,0,3734694,0,2854931,0,2993600,6589625
24,CHLA+SEL,2,3,0,331100,0,2210400,0,0,4505653,0,2522360,0,2541500,7028012
27,CHLA+SEL,2,1,0,518300,0,2459700,0,0,5178360,0,2671779,0,2978000,7850138
27,CHLA+SEL,2,2,0,330400,0,3161500,0,0,3382577,0,3195846,0,3491900,6578422
27,CHLA+SEL,2,3,0,376800,0,2979900,0,0,3909271,0,3288943,0,3356700,7198214
30,CHLA+SEL,2,1,0,574200,0,3245500,0,0,4508443,0,3999746,0,3819700,8508189
30,CHLA+SEL,2,2,0,387200,0,4158200,0,0,2985313,0,4496094,0,4545400,7481408
30,CHLA+SEL,2,3,0,408600,0,3436200,0,0,3425468,0,4038583,0,3844800,7464051
35,CHLA+SEL,2,1,0,434000,0,3259300,0,0,2388920,0,5000066,0,3693300,7388986
35,CHLA+SEL,2,2,0,268700,0,3604500,0,0,1540613,0,5224513,0,3873200,6765126
35,CHLA+SEL,2,3,0,328200,0,3473300,0,0,1753088,0,5099472,0,3801500,6852560
40,CHLA+SEL,2,1,0,306200,0,4052300,0,0,2402696,0,5691476,0,4358500,8094173
40,CHLA+SEL,2,2,0,193100,0,3735300,0,0,970152.4,0,4925428,0,3928400,5895581
40,CHLA+SEL,2,3,0,233300,0,3734000,0,0,1179097,0,5077012,0,3967300,6256110
3,CHLA+SEL,4,1,0,300,0,650,0,0,25946.48,0,2260.246,0,950,28206.72
3,CHLA+SEL,4,2,0,350,0,600,0,0,39774.16,0,1663.363,0,950,41437.52
3,CHLA+SEL,4,3,0,750,0,950,0,0,48198.34,0,2386.899,0,1700,50585.24
6,CHLA+SEL,4,1,0,1750,0,15250,0,0,140910.6,0,39184.41,0,17000,180095
6,CHLA+SEL,4,2,0,1550,0,10200,0,0,126695.8,0,24075.8,0,11750,150771.6
6,CHLA+SEL,4,3,0,1600,0,11450,0,0,106957.8,0,28350.3,0,13050,135308.1
9,CHLA+SEL,4,1,0,6650,0,193800,0,0,335144.7,0,345758.2,0,200450,680902.9
9,CHLA+SEL,4,2,0,7550,0,186100,0,0,536197.6,0,316677.8,0,193650,852875.4
9,CHLA+SEL,4,3,0,7250,0,166300,0,0,540167.2,0,300785.7,0,173550,840952.8
12,CHLA+SEL,4,1,0,21250,0,700550,0,0,1183179,0,616049.3,0,721800,1799228
12,CHLA+SEL,4,2,0,20550,0,698750,0,0,1567508,0,648426,0,719300,2215934
12,CHLA+SEL,4,3,0,19600,0,631450,0,0,993904.9,0,519440.9,0,651050,1513346
15,CHLA+SEL,4,1,0,56700,0,1729600,0,0,2257943,0,1100558,0,1786300,3358501
15,CHLA+SEL,4,2,0,70100,0,1748800,0,0,3373776,0,1086109,0,1818900,4459884
15,CHLA+SEL,4,3,0,61200,0,1366000,0,0,2692030,0,810379.7,0,1427200,3502410
18,CHLA+SEL,4,1,0,133200,0,2359600,0,0,5220741,0,2013739,0,2492800,7234480
18,CHLA+SEL,4,2,0,112400,0,2245100,0,0,5338898,0,1976065,0,2357500,7314963
18,CHLA+SEL,4,3,0,126500,0,2104700,0,0,5645167,0,1945562,0,2231200,7590729
21,CHLA+SEL,4,1,0,220000,0,3130600,0,0,5342062,0,2827351,0,3350600,8169413
21,CHLA+SEL,4,2,0,160500,0,2759300,0,0,3420834,0,2440465,0,2919800,5861299
21,CHLA+SEL,4,3,0,214300,0,2272300,0,0,5111379,0,2079660,0,2486600,7191038
24,CHLA+SEL,4,1,0,232100,0,2356000,0,0,3407216,0,2403498,0,2588100,5810713
24,CHLA+SEL,4,2,0,246600,0,2394200,0,0,3462858,0,2497019,0,2640800,5959876
24,CHLA+SEL,4,3,0,254100,0,2069100,0,0,3794881,0,2104892,0,2323200,5899773
27,CHLA+SEL,4,1,0,255900,0,2563000,0,0,2433041,0,2754724,0,2818900,5187765
27,CHLA+SEL,4,2,0,376200,0,3644100,0,0,4083660,0,3949453,0,4020300,8033112
27,CHLA+SEL,4,3,0,415000,0,3357400,0,0,4261009,0,3540353,0,3772400,7801361
30,CHLA+SEL,4,1,0,345300,0,3567700,0,0,2982203,0,3981147,0,3913000,6963351
30,CHLA+SEL,4,2,0,367000,0,3556400,0,0,3213689,0,3865228,0,3923400,7078918
30,CHLA+SEL,4,3,0,383500,0,3668500,0,0,3132733,0,3784209,0,4052000,6916942
35,CHLA+SEL,4,1,0,291400,0,4017100,0,0,1627266,0,5734986,0,4308500,7362252
35,CHLA+SEL,4,2,0,306600,0,4279300,0,0,1707609,0,5801488,0,4585900,7509097
35,CHLA+SEL,4,3,0,363200,0,4829600,0,0,2071289,0,6532137,0,5192800,8603425
40,CHLA+SEL,4,1,0,231200,0,4405100,0,0,1091033,0,5849420,0,4636300,6940453
40,CHLA+SEL,4,2,0,225900,0,4175500,0,0,1011536,0,5340529,0,4401400,6352065
40,CHLA+SEL,4,3,0,205200,0,3506200,0,0,1015019,0,4412017,0,3711400,5427036
3,CHLA+SEL,8,1,0,300,0,600,0,0,16127.34,0,1608.496,0,900,17735.84
3,CHLA+SEL,8,2,0,150,0,300,0,0,23983.63,0,1047.567,0,450,25031.2
3,CHLA+SEL,8,3,0,200,0,550,0,0,32464.5,0,1842.675,0,750,34307.17
6,CHLA+SEL,8,1,0,1800,0,7950,0,0,105201.7,0,19063.4,0,9750,124265.1
6,CHLA+SEL,8,2,0,1950,0,5800,0,0,151397.1,0,14233.38,0,7750,165630.5
6,CHLA+SEL,8,3,0,2400,0,7200,0,0,158906.4,0,18205.12,0,9600,177111.5
9,CHLA+SEL,8,1,0,6800,0,130800,0,0,527332.8,0,277891.5,0,137600,805224.2
9,CHLA+SEL,8,2,0,7400,0,86950,0,0,534174.9,0,215016.1,0,94350,749191
9,CHLA+SEL,8,3,0,7850,0,87350,0,0,915440.9,0,204497.8,0,95200,1119939
12,CHLA+SEL,8,1,0,23650,0,550400,0,0,1132844,0,636175.6,0,574050,1769020
12,CHLA+SEL,8,2,0,24450,0,495100,0,0,1425979,0,655536,0,519550,2081515
12,CHLA+SEL,8,3,0,23900,0,416850,0,0,1375897,0,584804.3,0,440750,1960701
15,CHLA+SEL,8,1,0,69700,0,1677200,0,0,2948599,0,1085080,0,1746900,4033679
15,CHLA+SEL,8,2,0,77500,0,1552200,0,0,3055763,0,1073600,0,1629700,4129363
15,CHLA+SEL,8,3,0,80600,0,1356200,0,0,3367250,0,948052.4,0,1436800,4315302
18,CHLA+SEL,8,1,0,117900,0,2182400,0,0,4781842,0,2038075,0,2300300,6819918
18,CHLA+SEL,8,2,0,131100,0,2281600,0,0,5387983,0,2150635,0,2412700,7538618
18,CHLA+SEL,8,3,0,117800,0,1801300,0,0,4696050,0,1817210,0,1919100,6513260
21,CHLA+SEL,8,1,0,210700,0,2267800,0,0,4477867,0,2021771,0,2478500,6499639
21,CHLA+SEL,8,2,0,219900,0,2506100,0,0,4676661,0,2223975,0,2726000,6900636
21,CHLA+SEL,8,3,0,243800,0,2590100,0,0,4885042,0,2339751,0,2833900,7224792
24,CHLA+SEL,8,1,0,283800,0,2690000,0,0,3667292,0,2669998,0,2973800,6337290
24,CHLA+SEL,8,2,0,238800,0,2053800,0,0,2825359,0,2089558,0,2292600,4914917
24,CHLA+SEL,8,3,0,222600,0,1796800,0,0,2865424,0,1798169,0,2019400,4663593
27,CHLA+SEL,8,1,0,369300,0,3546600,0,0,3885752,0,3976055,0,3915900,7861808
27,CHLA+SEL,8,2,0,314600,0,3118800,0,0,3309710,0,3475289,0,3433400,6784998
27,CHLA+SEL,8,3,0,311600,0,2895700,0,0,3021070,0,3147394,0,3207300,6168464
30,CHLA+SEL,8,1,0,334700,0,4209500,0,0,2672413,0,4216616,0,4544200,6889028
30,CHLA+SEL,8,2,0,311400,0,4183300,0,0,2596685,0,4253929,0,4494700,6850614
30,CHLA+SEL,8,3,0,328400,0,3875900,0,0,2533052,0,3812077,0,4204300,6345128
35,CHLA+SEL,8,1,0,251500,0,3836900,0,0,1397230,0,5401792,0,4088400,6799022
35,CHLA+SEL,8,2,0,258700,0,4447500,0,0,1522235,0,6213599,0,4706200,7735834
35,CHLA+SEL,8,3,0,297800,0,4363100,0,0,1666339,0,5983744,0,4660900,7650083
40,CHLA+SEL,8,1,0,171200,0,4197100,0,0,1041121,0,5520452,0,4368300,6561573
40,CHLA+SEL,8,2,0,181900,0,4208400,0,0,919433.9,0,5375308,0,4390300,6294742
40,CHLA+SEL,8,3,0,182400,0,3834500,0,0,943956,0,5065685,0,4016900,6009641
3,CHLA+SEL,16,1,0,600,0,600,0,0,22883.5,0,1188.261,0,1200,24071.76
3,CHLA+SEL,16,2,0,250,0,900,0,0,2629.136,0,1916.078,0,1150,4545.214
3,CHLA+SEL,16,3,0,50,0,350,0,0,3324.051,0,593.1628,0,400,3917.214
6,CHLA+SEL,16,1,0,2350,0,3250,0,0,114184.9,0,8500.215,0,5600,122685.1
6,CHLA+SEL,16,2,0,2350,0,2500,0,0,79160.27,0,7061.889,0,4850,86222.16
6,CHLA+SEL,16,3,0,2150,0,4050,0,0,119651.8,0,13334.74,0,6200,132986.6
9,CHLA+SEL,16,1,0,10950,0,36400,0,0,714609.4,0,82853.2,0,47350,797462.6
9,CHLA+SEL,16,2,0,13900,0,22600,0,0,975279,0,46133.7,0,36500,1021413
9,CHLA+SEL,16,3,0,10500,0,28250,0,0,586409.2,0,62819.2,0,38750,649228.4
12,CHLA+SEL,16,1,0,53800,0,274850,0,0,2375314,0,378750.3,0,328650,2754064
12,CHLA+SEL,16,2,0,62650,0,156900,0,0,2551138,0,245976.7,0,219550,2797114
12,CHLA+SEL,16,3,0,56450,0,211950,0,0,2760041,0,316943.6,0,268400,3076985
15,CHLA+SEL,16,1,0,126200,0,788300,0,0,4949387,0,846042.8,0,914500,5795429
15,CHLA+SEL,16,2,0,102800,0,381600,0,0,3640227,0,471657.3,0,484400,4111884
15,CHLA+SEL,16,3,0,112800,0,612900,0,0,4241018,0,710820.2,0,725700,4951839
18,CHLA+SEL,16,1,0,239300,0,1238000,0,0,5881046,0,1247843,0,1477300,7128889
18,CHLA+SEL,16,2,0,224600,0,696400,0,0,5286679,0,641591,0,921000,5928270
18,CHLA+SEL,16,3,0,238000,0,1020100,0,0,5590054,0,1015523,0,1258100,6605577
21,CHLA+SEL,16,1,0,307800,0,1529800,0,0,5061854,0,1737259,0,1837600,6799112
21,CHLA+SEL,16,2,0,373800,0,1065900,0,0,6468618,0,1253816,0,1439700,7722434
21,CHLA+SEL,16,3,0,301600,0,1155900,0,0,5053745,0,1398639,0,1457500,6452384
24,CHLA+SEL,16,1,0,257500,0,1372800,0,0,3101584,0,1646601,0,1630300,4748185
24,CHLA+SEL,16,2,0,265300,0,1041000,0,0,3334031,0,1128327,0,1306300,4462357
24,CHLA+SEL,16,3,0,280800,0,1467200,0,0,3579510,0,1702854,0,1748000,5282365
27,CHLA+SEL,16,1,0,324700,0,2211200,0,0,3129318,0,2904625,0,2535900,6033943
27,CHLA+SEL,16,2,0,434000,0,2056900,0,0,4667096,0,2386015,0,2490900,7053111
27,CHLA+SEL,16,3,0,331800,0,2147500,0,0,3288909,0,2602824,0,2479300,5891734
30,CHLA+SEL,16,1,0,360300,0,3029000,0,0,3132101,0,3660588,0,3389300,6792689
30,CHLA+SEL,16,2,0,444000,0,2952200,0,0,4177627,0,3272198,0,3396200,7449825
30,CHLA+SEL,16,3,0,389400,0,2915700,0,0,3199557,0,3351714,0,3305100,6551271
35,CHLA+SEL,16,1,0,316400,0,3424900,0,0,2404364,0,5759751,0,3741300,8164115
35,CHLA+SEL,16,2,0,348200,0,3267300,0,0,2657141,0,5334653,0,3615500,7991794
35,CHLA+SEL,16,3,0,305000,0,3601300,0,0,2050816,0,5546401,0,3906300,7597217
40,CHLA+SEL,16,1,0,165400,0,2962300,0,0,1390190,0,4817129,0,3127700,6207319
40,CHLA+SEL,16,2,0,203400,0,2788800,0,0,1615020,0,4681617,0,2992200,6296637
40,CHLA+SEL,16,3,0,157900,0,2170200,0,0,1136668,0,3519351,0,2328100,4656019
3,CHLA+STA,0,1,0,950,0,0,100,0,53710.21,0,0,180696.9,1050,234407.1
3,CHLA+STA,0,2,0,850,0,0,100,0,43839.54,0,0,184584.3,950,228423.8
3,CHLA+STA,0,3,0,900,0,0,100,0,102768.8,0,0,365261.2,1000,468030
6,CHLA+STA,0,1,0,2600,0,0,350,0,204339.7,0,0,698762,2950,903101.7
6,CHLA+STA,0,2,0,2700,0,0,300,0,109149,0,0,414635.5,3000,523784.4
6,CHLA+STA,0,3,0,3350,0,0,600,0,272898.7,0,0,1521687,3950,1794586
9,CHLA+STA,0,1,0,12400,0,0,1600,0,557081.2,0,0,2859630,14000,3416711
9,CHLA+STA,0,2,0,9950,0,0,1500,0,579837.3,0,0,2392941,11450,2972778
9,CHLA+STA,0,3,0,11900,0,0,2100,0,699010,0,0,3275344,14000,3974354
12,CHLA+STA,0,1,0,70750,0,0,4250,0,2948020,0,0,6464913,75000,9412933
12,CHLA+STA,0,2,0,63100,0,0,2650,0,2538909,0,0,3990352,65750,6529261
12,CHLA+STA,0,3,0,56200,0,0,2650,0,2573655,0,0,4061555,58850,6635209
15,CHLA+STA,0,1,0,142150,0,0,3700,0,5666047,0,0,5987668,145850,11653715
15,CHLA+STA,0,2,0,148600,0,0,3700,0,6533405,0,0,5559222,152300,12092627
15,CHLA+STA,0,3,0,135050,0,0,3500,0,5788038,0,0,5546403,138550,11334441
18,CHLA+STA,0,1,0,206350,0,0,6250,0,8546225,0,0,9240595,212600,17786821
18,CHLA+STA,0,2,0,229300,0,0,5750,0,8625349,0,0,8246556,235050,16871905
18,CHLA+STA,0,3,0,232600,0,0,5550,0,8767207,0,0,8789572,238150,17556779
21,CHLA+STA,0,1,0,392000,0,0,10700,0,8822324,0,0,12100.17,402700,8834424
21,CHLA+STA,0,2,0,453600,0,0,6900,0,10946322,0,0,10644563,460500,21590885
21,CHLA+STA,0,3,0,455400,0,0,8700,0,9545996,0,0,10765220,464100,20311216
24,CHLA+STA,0,1,0,453300,0,0,8100,0,7309279,0,0,19958.9,461400,7329238
24,CHLA+STA,0,2,0,364400,0,0,5800,0,4880896,0,0,6701227,370200,11582122
24,CHLA+STA,0,3,0,603100,0,0,11500,0,7648294,0,0,8446.88,614600,7656741
27,CHLA+STA,0,1,0,692300,0,0,13900,0,6151463,0,0,22960.16,706200,6174423
27,CHLA+STA,0,2,0,664100,0,0,12200,0,6337442,0,0,10212.8,676300,6347655
27,CHLA+STA,0,3,0,657300,0,0,8100,0,5984111,0,0,9704660,665400,15688771
30,CHLA+STA,0,1,0,655545.4545,0,0,8909.091,0,5338546,0,0,12975355,664454.5,18313901
30,CHLA+STA,0,2,0,797181.8182,0,0,9181.818,0,6116912,0,0,8633722,806363.6,14750634
30,CHLA+STA,0,3,0,904000,0,0,10400,0,6943697,0,0,16297717,914400,23241414
35,CHLA+STA,0,1,0,734400,0,0,32300,0,4399599,0,0,63627.87,766700,4463226
35,CHLA+STA,0,2,0,671300,0,0,11100,0,4317781,0,0,16793899,682400,21111680
35,CHLA+STA,0,3,0,715100,0,0,16700,0,3877372,0,0,26824871,731800,30702244
40,CHLA+STA,0,1,0,344800,0,0,25500,0,1098022,0,0,44983.76,370300,1143005
40,CHLA+STA,0,2,0,561200,0,0,11200,0,4952504,0,0,14581716,572400,19534221
40,CHLA+STA,0,3,0,511500,0,0,11000,0,3055548,0,0,15361344,522500,18416892
3,CHLA+STA,2,1,0,1450,0,0,150,0,65093.96,0,0,175106.9,1600,240200.8
3,CHLA+STA,2,2,0,950,0,0,100,0,78589.14,0,0,190694.1,1050,269283.3
3,CHLA+STA,2,3,0,1000,0,0,100,0,59040.9,0,0,126802.4,1100,185843.3
6,CHLA+STA,2,1,0,5200,0,0,300,0,293624,0,0,344789.7,5500,638413.8
6,CHLA+STA,2,2,0,2650,0,0,350,0,273804.6,0,0,883267.4,3000,1157072
6,CHLA+STA,2,3,0,6050,0,0,450,0,420919.8,0,0,1010477,6500,1431397
9,CHLA+STA,2,1,0,28900,0,0,2200,0,1461850,0,0,4671209,31100,6133059
9,CHLA+STA,2,2,0,11100,0,0,2050,0,837764,0,0,3948908,13150,4786672
9,CHLA+STA,2,3,0,18800,0,0,2250,0,1402892,0,0,4078787,21050,5481679
12,CHLA+STA,2,1,0,106150,0,0,2450,0,4733426,0,0,4705556,108600,9438981
12,CHLA+STA,2,2,0,45700,0,0,4450,0,1610818,0,0,7027587,50150,8638405
12,CHLA+STA,2,3,0,80950,0,0,2250,0,3691432,0,0,4147188,83200,7838620
15,CHLA+STA,2,1,0,167800,0,0,2350,0,8413006,0,0,4659281,170150,13072287
15,CHLA+STA,2,2,0,142450,0,0,4650,0,6863789,0,0,8196443,147100,15060232
15,CHLA+STA,2,3,0,143350,0,0,3150,0,7357021,0,0,5711299,146500,13068319
18,CHLA+STA,2,1,0,301200,0,0,4900,0,10008474,0,0,7545259,306100,17553734
18,CHLA+STA,2,2,0,173300,0,0,5700,0,8540999,0,0,9558788,179000,18099787
18,CHLA+STA,2,3,0,251950,0,0,3900,0,10077405,0,0,8968251,255850,19045656
21,CHLA+STA,2,1,0,606000,0,0,8600,0,11144591,0,0,10893637,614600,22038228
21,CHLA+STA,2,2,0,405300,0,0,6900,0,9723259,0,0,13726163,412200,23449421
21,CHLA+STA,2,3,0,520500,0,0,6600,0,10776378,0,0,11322164,527100,22098542
24,CHLA+STA,2,1,0,605000,0,0,6500,0,6782854,0,0,3900.745,611500,6786755
24,CHLA+STA,2,2,0,454600,0,0,7200,0,6416868,0,0,10818081,461800,17234949
